;Код ДС;состояние площадки;Площадь;Генпроектировщик;Генподрядчик;Кол-во рабочих;date_report
1087;019-0675;Свободна, передана;8844.0;33;22;178.0;2023.04.28
1088;020-0712;Свободна, передана;6671.21;8;5;64.0;2023.04.28
1089;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.04.28
1090;021-0050;;;0;0;;2023.04.28
1091;020-0683;Свободна, не передана;7515.86;27;1;24.0;2023.04.28
1092;021-0049;;;0;0;;2023.04.28
1093;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.28
1094;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.28
1096;020-0711;Свободна, передана;7265.0;28;19;37.0;2023.04.28
1097;019-0594;Занята;17488.0;1;2;;2023.04.28
1098;020-0156;Занята;13288.0;21;15;;2023.04.28
1099;020-0149;Свободна, передана;2812.0;8;5;134.0;2023.04.28
1100;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.04.28
1101;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.28
1102;019-0674;Занята;9030.0;6;0;;2023.04.28
1104;019-0589;Занята;3751.1;1;2;;2023.04.28
1106;020-0157;Занята;7243.9;30;7;50.0;2023.04.28
1107;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.28
1108;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.28
1110;017-0527;Занята;14784.0;8;5;;2023.04.28
1111;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.28
1114;021-0548;Занята;4037.0;32;0;;2023.04.28
1015;022-0043;;;1;2;;2023.05.01
1017;023-0091;;17000.0;0;0;;2023.05.01
1018;022-0629;;;27;1;;2023.05.01
1019;022-0170;Свободна, передана;16402.54;1;2;485.0;2023.05.01
1021;021-0549;Занята;;0;0;;2023.05.01
1022;022-0526;Занята;18100.0;0;0;;2023.05.01
1023;022-0520;Свободна, не передана;27225.0;0;0;;2023.05.01
1024;022-0519;Свободна, не передана;8307.0;6;0;;2023.05.01
1025;022-0515;Занята;5500.0;0;0;;2023.05.01
1027;022-0513;Свободна, не передана;6892.0;8;5;;2023.05.01
1028;022-0527;Не передана;9850.0;34;23;;2023.05.01
1029;022-0522;Не передана;13260.0;35;24;;2023.05.01
1030;022-0631;;;1;2;;2023.05.01
1031;023-0092;;4000.0;0;0;;2023.05.01
1032;021-0550;Занята;3887.0;2;0;;2023.05.01
1033;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.05.01
1034;022-0592;;3956.0;3;0;;2023.05.01
1035;022-0525;Не передана;9900.0;0;0;;2023.05.01
1036;023-0135;;;0;0;;2023.05.01
1037;022-0707;;;0;0;;2023.05.01
1038;022-0630;;;0;0;;2023.05.01
1039;022-0523;;27225.0;0;0;;2023.05.01
1041;023-0093;Не передана;17000.0;0;0;;2023.05.01
1042;023-0089;Не передана;7500.0;0;0;;2023.05.01
1043;022-0528;Занята;12225.0;0;0;;2023.05.01
1044;023-0090;;4000.0;0;0;;2023.05.01
1045;022-0354;Занята;20271.0;17;13;;2023.05.01
1046;022-0176;Не передана;17000.0;4;0;;2023.05.01
1048;022-0172;Свободна, передана;;5;3;;2023.05.01
1049;020-0776;Свободна, не передана;3328.02;6;0;;2023.05.01
1050;022-0171;Свободна, передана;6671.21;1;2;113.0;2023.05.01
1051;022-0517;Занята;7000.0;0;0;;2023.05.01
1054;019-0668;Свободна, передана;2766.4;7;4;73.0;2023.05.01
1055;019-0464;Свободна, передана;11837.18;8;5;87.0;2023.05.01
1057;020-0720;Свободна, передана;20164.69;9;6;173.0;2023.05.01
1058;020-0719;Свободна, передана;5149.6;2;7;42.0;2023.05.01
1059;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.05.01
1060;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.05.01
1061;020-0155;Свободна, не передана;16484.0;8;5;25.0;2023.05.01
1062;019-0428;Свободна, передана;9067.1;12;4;65.0;2023.05.01
1063;020-0684;Занята;2488.6;1;2;;2023.05.01
1064;019-0467;Свободна, передана;11298.3;10;8;15.0;2023.05.01
1065;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.05.01
1067;019-0481;Свободна, передана;15226.0;13;9;213.0;2023.05.01
1068;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.05.01
1069;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.05.01
1071;019-0477;Свободна, передана;3592.7;16;12;45.0;2023.05.01
1072;019-0474;Свободна, передана;11561.12;17;13;130.0;2023.05.01
1073;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.05.01
1074;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.05.01
1075;019-0483;Свободна, передана;16366.63;19;11;318.0;2023.05.01
1076;019-0469;Свободна, передана;9411.0;20;1;171.0;2023.05.01
1077;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.05.01
1078;020-0151;Занята;4080.0;21;15;;2023.05.01
1079;019-0480;Свободна, передана;14919.0;10;8;434.0;2023.05.01
1080;019-0431;Свободна, передана;19433.4;22;16;282.0;2023.05.01
1081;019-0430;Свободна, не передана;16094.4;23;15;;2023.05.01
1082;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.05.01
1083;020-0710;Свободна, передана;8067.83;8;5;132.0;2023.05.01
1084;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.05.01
1086;019-0471;Свободна, передана;11500.0;20;8;215.0;2023.05.01
1087;019-0675;Свободна, передана;8844.0;33;22;178.0;2023.05.01
1088;020-0712;Свободна, передана;6671.21;8;5;64.0;2023.05.01
1089;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.05.01
1090;021-0050;;;0;0;;2023.05.01
1091;020-0683;Свободна, не передана;7515.86;27;1;24.0;2023.05.01
1092;021-0049;;;0;0;;2023.05.01
1093;021-0781;Свободна, не передана;8226.4;2;0;;2023.05.01
1094;021-0048;Свободна, не передана;10320.0;6;0;;2023.05.01
1096;020-0711;Свободна, передана;7265.0;28;19;37.0;2023.05.01
1097;019-0594;Занята;17488.0;1;2;;2023.05.01
1098;020-0156;Занята;13288.0;21;15;;2023.05.01
1099;020-0149;Свободна, передана;2812.0;8;5;134.0;2023.05.01
1100;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.05.01
1101;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.05.01
1102;019-0674;Занята;9030.0;6;0;;2023.05.01
1104;019-0589;Занята;3751.1;1;2;;2023.05.01
1106;020-0157;Занята;7243.9;30;7;50.0;2023.05.01
1107;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.05.01
1108;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.05.01
1110;017-0527;Занята;14784.0;8;5;;2023.05.01
1111;017-0520;Свободна, не передана;6367.0;8;5;;2023.05.01
1114;021-0548;Занята;4037.0;32;0;;2023.05.01
1015;022-0043;;;1;2;;2023.05.02
1017;023-0091;;17000.0;0;0;;2023.05.02
1018;022-0629;;;27;1;;2023.05.02
1019;022-0170;Свободна, передана;16402.54;1;2;485.0;2023.05.02
1021;021-0549;Занята;;0;0;;2023.05.02
1022;022-0526;Занята;18100.0;0;0;;2023.05.02
1023;022-0520;Свободна, не передана;27225.0;0;0;;2023.05.02
1024;022-0519;Свободна, не передана;8307.0;6;0;;2023.05.02
1025;022-0515;Занята;5500.0;0;0;;2023.05.02
1027;022-0513;Свободна, не передана;6892.0;8;5;;2023.05.02
1028;022-0527;Не передана;9850.0;34;23;;2023.05.02
1029;022-0522;Не передана;13260.0;35;24;;2023.05.02
1030;022-0631;;;1;2;;2023.05.02
1031;023-0092;;4000.0;0;0;;2023.05.02
1032;021-0550;Занята;3887.0;2;0;;2023.05.02
1033;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.05.02
1034;022-0592;;3956.0;3;0;;2023.05.02
1035;022-0525;Не передана;9900.0;0;0;;2023.05.02
1036;023-0135;;;0;0;;2023.05.02
1037;022-0707;;;0;0;;2023.05.02
1038;022-0630;;;0;0;;2023.05.02
1039;022-0523;;27225.0;0;0;;2023.05.02
1041;023-0093;Не передана;17000.0;0;0;;2023.05.02
1042;023-0089;Не передана;7500.0;0;0;;2023.05.02
1043;022-0528;Занята;12225.0;0;0;;2023.05.02
1044;023-0090;;4000.0;0;0;;2023.05.02
1045;022-0354;Занята;20271.0;17;13;;2023.05.02
1046;022-0176;Не передана;17000.0;4;0;;2023.05.02
1048;022-0172;Свободна, передана;;5;3;;2023.05.02
1049;020-0776;Свободна, не передана;3328.02;6;0;;2023.05.02
1050;022-0171;Свободна, передана;6671.21;1;2;113.0;2023.05.02
1051;022-0517;Занята;7000.0;0;0;;2023.05.02
1054;019-0668;Свободна, передана;2766.4;7;4;73.0;2023.05.02
1055;019-0464;Свободна, передана;11837.18;8;5;87.0;2023.05.02
1057;020-0720;Свободна, передана;20164.69;9;6;173.0;2023.05.02
1058;020-0719;Свободна, передана;5149.6;2;7;42.0;2023.05.02
1059;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.05.02
1060;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.05.02
1061;020-0155;Свободна, не передана;16484.0;8;5;25.0;2023.05.02
1062;019-0428;Свободна, передана;9067.1;12;4;65.0;2023.05.02
1063;020-0684;Занята;2488.6;1;2;;2023.05.02
1064;019-0467;Свободна, передана;11298.3;10;8;15.0;2023.05.02
1065;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.05.02
1067;019-0481;Свободна, передана;15226.0;13;9;212.0;2023.05.02
1068;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.05.02
1069;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.05.02
1071;019-0477;Свободна, передана;3592.7;16;12;39.0;2023.05.02
1072;019-0474;Свободна, передана;11561.12;17;13;104.0;2023.05.02
1073;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.05.02
1074;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.05.02
1075;019-0483;Свободна, передана;16366.63;19;11;437.0;2023.05.02
1076;019-0469;Свободна, передана;9411.0;20;1;171.0;2023.05.02
1077;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.05.02
1078;020-0151;Занята;4080.0;21;15;;2023.05.02
1079;019-0480;Свободна, передана;14919.0;10;8;434.0;2023.05.02
1080;019-0431;Свободна, передана;19433.4;22;16;282.0;2023.05.02
1081;019-0430;Свободна, не передана;16094.4;23;15;;2023.05.02
1082;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.05.02
1083;020-0710;Свободна, передана;8067.83;8;5;131.0;2023.05.02
1084;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.05.02
1086;019-0471;Свободна, передана;11500.0;20;8;215.0;2023.05.02
1087;019-0675;Свободна, передана;8844.0;33;22;177.0;2023.05.02
1088;020-0712;Свободна, передана;6671.21;8;5;63.0;2023.05.02
1089;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.05.02
1090;021-0050;;;0;0;;2023.05.02
1091;020-0683;Свободна, не передана;7515.86;27;1;24.0;2023.05.02
1092;021-0049;;;0;0;;2023.05.02
1093;021-0781;Свободна, не передана;8226.4;2;0;;2023.05.02
1094;021-0048;Свободна, не передана;10320.0;6;0;;2023.05.02
1096;020-0711;Свободна, передана;7265.0;28;19;37.0;2023.05.02
1097;019-0594;Занята;17488.0;1;2;;2023.05.02
1098;020-0156;Занята;13288.0;21;15;;2023.05.02
1099;020-0149;Свободна, передана;2812.0;8;5;134.0;2023.05.02
1100;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.05.02
1101;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.05.02
1102;019-0674;Занята;9030.0;6;0;;2023.05.02
1104;019-0589;Занята;3751.1;1;2;;2023.05.02
1106;020-0157;Занята;7243.9;30;7;50.0;2023.05.02
1107;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.05.02
1108;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.05.02
1110;017-0527;Занята;14784.0;8;5;;2023.05.02
1111;017-0520;Свободна, не передана;6367.0;8;5;;2023.05.02
1114;021-0548;Занята;4037.0;32;0;;2023.05.02
1015;022-0043;;;1;2;;2023.05.03
1017;023-0091;;17000.0;0;0;;2023.05.03
1018;022-0629;;;27;1;;2023.05.03
1019;022-0170;Свободна, передана;16402.54;1;2;486.0;2023.05.03
1021;021-0549;Занята;;0;0;;2023.05.03
1022;022-0526;Занята;18100.0;0;0;;2023.05.03
1023;022-0520;Свободна, не передана;27225.0;0;0;;2023.05.03
1024;022-0519;Свободна, не передана;8307.0;6;0;;2023.05.03
1025;022-0515;Занята;5500.0;0;0;;2023.05.03
1027;022-0513;Свободна, не передана;6892.0;8;5;;2023.05.03
1028;022-0527;Не передана;9850.0;34;23;;2023.05.03
1029;022-0522;Не передана;13260.0;35;24;;2023.05.03
1030;022-0518;Занята;6000.0;6;0;;2023.05.03
1031;022-0631;;;1;2;;2023.05.03
1032;023-0092;;4000.0;0;0;;2023.05.03
1033;021-0550;Занята;3887.0;2;0;;2023.05.03
1034;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.05.03
1035;022-0592;;3956.0;3;0;;2023.05.03
1036;022-0525;Не передана;9900.0;0;0;;2023.05.03
1037;023-0135;;;0;0;;2023.05.03
1038;022-0707;;;0;0;;2023.05.03
1039;022-0630;;;0;0;;2023.05.03
1040;022-0523;;27225.0;0;0;;2023.05.03
1042;023-0093;Не передана;17000.0;0;0;;2023.05.03
1043;023-0089;Не передана;7500.0;0;0;;2023.05.03
1044;022-0528;Занята;12225.0;0;0;;2023.05.03
1045;023-0090;;4000.0;0;0;;2023.05.03
1046;022-0354;Занята;20271.0;17;13;;2023.05.03
1047;022-0176;Не передана;17000.0;4;0;;2023.05.03
1049;022-0172;Свободна, передана;;5;3;;2023.05.03
1050;020-0776;Свободна, не передана;3328.02;6;0;;2023.05.03
1051;022-0171;Свободна, передана;6671.21;1;2;106.0;2023.05.03
1052;022-0517;Занята;7000.0;0;0;;2023.05.03
1055;019-0668;Свободна, передана;2766.4;7;4;73.0;2023.05.03
1056;019-0464;Свободна, передана;11837.18;8;5;52.0;2023.05.03
1058;020-0720;Свободна, передана;20164.69;9;6;80.0;2023.05.03
1059;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.05.03
1060;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.05.03
1061;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.05.03
1062;020-0155;Свободна, не передана;16484.0;8;5;24.0;2023.05.03
1063;019-0428;Свободна, передана;9067.1;12;4;65.0;2023.05.03
1064;020-0684;Занята;2488.6;1;2;;2023.05.03
1065;019-0467;Свободна, передана;11298.3;10;8;15.0;2023.05.03
1066;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.05.03
1068;019-0481;Свободна, передана;15226.0;13;9;212.0;2023.05.03
1069;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.05.03
1070;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.05.03
1072;019-0477;Свободна, передана;3592.7;16;12;39.0;2023.05.03
1073;019-0474;Свободна, передана;11561.12;17;13;104.0;2023.05.03
1074;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.05.03
1075;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.05.03
1076;019-0483;Свободна, передана;16366.63;19;11;205.0;2023.05.03
1077;019-0469;Свободна, передана;9411.0;20;1;171.0;2023.05.03
1078;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.05.03
1079;020-0151;Занята;4080.0;21;15;;2023.05.03
1080;019-0480;Свободна, передана;14919.0;10;8;390.0;2023.05.03
1081;019-0431;Свободна, передана;19433.4;22;16;259.0;2023.05.03
1082;019-0430;Свободна, не передана;16094.4;23;15;;2023.05.03
1083;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.05.03
1084;020-0710;Свободна, передана;8067.83;8;5;149.0;2023.05.03
1085;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.05.03
1087;019-0471;Свободна, передана;11500.0;20;8;196.0;2023.05.03
1088;019-0675;Свободна, передана;8844.0;33;22;150.0;2023.05.03
1089;020-0712;Свободна, передана;6671.21;8;5;57.0;2023.05.03
1090;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.05.03
1091;021-0050;;;0;0;;2023.05.03
1092;020-0683;Свободна, не передана;7515.86;27;1;25.0;2023.05.03
1093;021-0049;;;0;0;;2023.05.03
1094;021-0781;Свободна, не передана;8226.4;2;0;;2023.05.03
1095;021-0048;Свободна, не передана;10320.0;6;0;;2023.05.03
1097;020-0711;Свободна, передана;7265.0;28;19;42.0;2023.05.03
1098;019-0594;Занята;17488.0;1;2;;2023.05.03
1099;020-0156;Занята;13288.0;21;15;;2023.05.03
1100;020-0149;Свободна, передана;2812.0;8;5;118.0;2023.05.03
1101;019-0676;Свободна, не передана;6291.0;29;20;110.0;2023.05.03
1102;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.05.03
1103;019-0674;Занята;9030.0;6;0;;2023.05.03
1105;019-0589;Занята;3751.1;1;2;;2023.05.03
1107;020-0157;Занята;7243.9;30;7;60.0;2023.05.03
1108;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.05.03
1109;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.05.03
1111;017-0527;Занята;14784.0;8;5;;2023.05.03
1112;017-0520;Свободна, не передана;6367.0;8;5;;2023.05.03
1115;021-0548;Занята;4037.0;32;0;;2023.05.03
1015;022-0043;;;1;2;;2023.05.04
1017;023-0091;;17000.0;0;0;;2023.05.04
1018;022-0629;;;27;1;;2023.05.04
1019;022-0170;Свободна, передана;16402.54;1;2;486.0;2023.05.04
1021;021-0549;Занята;;0;0;;2023.05.04
1022;022-0526;Занята;18100.0;0;0;;2023.05.04
1023;022-0520;Свободна, не передана;27225.0;0;0;;2023.05.04
1024;022-0519;Свободна, не передана;8307.0;6;0;;2023.05.04
1025;022-0515;Занята;5500.0;0;0;;2023.05.04
1027;022-0513;Свободна, не передана;6892.0;8;5;;2023.05.04
1028;022-0527;Не передана;9850.0;34;23;;2023.05.04
1029;022-0522;Не передана;13260.0;35;24;;2023.05.04
1030;022-0518;Занята;6000.0;6;0;;2023.05.04
1031;022-0631;;;1;2;;2023.05.04
1032;023-0092;;4000.0;0;0;;2023.05.04
1033;021-0550;Занята;3887.0;2;0;;2023.05.04
1034;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.05.04
1035;022-0592;;3956.0;3;0;;2023.05.04
1036;022-0525;Не передана;9900.0;0;0;;2023.05.04
1037;023-0135;;;0;0;;2023.05.04
1038;022-0707;;;0;0;;2023.05.04
1039;022-0630;;;0;0;;2023.05.04
1040;022-0523;;27225.0;0;0;;2023.05.04
1042;023-0093;Не передана;17000.0;0;0;;2023.05.04
1043;023-0089;Не передана;7500.0;0;0;;2023.05.04
1044;022-0528;Занята;12225.0;0;0;;2023.05.04
1045;023-0090;;4000.0;0;0;;2023.05.04
1046;022-0354;Занята;20271.0;17;13;;2023.05.04
1047;022-0176;Не передана;17000.0;4;0;;2023.05.04
1049;022-0172;Свободна, передана;;5;3;;2023.05.04
1050;020-0776;Свободна, не передана;3328.02;6;0;;2023.05.04
1051;022-0171;Свободна, передана;6671.21;1;2;106.0;2023.05.04
1052;022-0517;Занята;7000.0;0;0;;2023.05.04
1055;019-0668;Свободна, передана;2766.4;7;4;73.0;2023.05.04
1056;019-0464;Свободна, передана;11837.18;8;5;52.0;2023.05.04
1058;020-0720;Свободна, передана;20164.69;9;6;80.0;2023.05.04
1059;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.05.04
1060;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.05.04
1061;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.05.04
1062;020-0155;Свободна, не передана;16484.0;8;5;24.0;2023.05.04
1063;019-0428;Свободна, передана;9067.1;12;4;65.0;2023.05.04
1064;020-0684;Занята;2488.6;1;2;;2023.05.04
1065;019-0467;Свободна, передана;11298.3;10;8;15.0;2023.05.04
1066;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.05.04
1068;019-0481;Свободна, передана;15226.0;13;9;212.0;2023.05.04
1069;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.05.04
1070;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.05.04
1072;019-0477;Свободна, передана;3592.7;16;12;39.0;2023.05.04
1073;019-0474;Свободна, передана;11561.12;17;13;104.0;2023.05.04
1074;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.05.04
1075;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.05.04
1076;019-0483;Свободна, передана;16366.63;19;11;205.0;2023.05.04
1077;019-0469;Свободна, передана;9411.0;20;1;171.0;2023.05.04
1078;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.05.04
1079;020-0151;Занята;4080.0;21;15;;2023.05.04
1080;019-0480;Свободна, передана;14919.0;10;8;390.0;2023.05.04
1081;019-0431;Свободна, передана;19433.4;22;16;259.0;2023.05.04
1082;019-0430;Свободна, не передана;16094.4;23;15;;2023.05.04
1083;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.05.04
1084;020-0710;Свободна, передана;8067.83;8;5;149.0;2023.05.04
1085;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.05.04
1087;019-0471;Свободна, передана;11500.0;20;8;196.0;2023.05.04
1088;019-0675;Свободна, передана;8844.0;33;22;150.0;2023.05.04
1089;020-0712;Свободна, передана;6671.21;8;5;57.0;2023.05.04
1090;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.05.04
1091;021-0050;;;0;0;;2023.05.04
1092;020-0683;Свободна, не передана;7515.86;27;1;25.0;2023.05.04
1093;021-0049;;;0;0;;2023.05.04
1094;021-0781;Свободна, не передана;8226.4;2;0;;2023.05.04
1095;021-0048;Свободна, не передана;10320.0;6;0;;2023.05.04
1097;020-0711;Свободна, передана;7265.0;28;19;42.0;2023.05.04
1098;019-0594;Занята;17488.0;1;2;;2023.05.04
1099;020-0156;Занята;13288.0;21;15;;2023.05.04
1100;020-0149;Свободна, передана;2812.0;8;5;118.0;2023.05.04
1101;019-0676;Свободна, не передана;6291.0;29;20;110.0;2023.05.04
1102;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.05.04
1103;019-0674;Занята;9030.0;6;0;;2023.05.04
1105;019-0589;Занята;3751.1;1;2;;2023.05.04
1107;020-0157;Занята;7243.9;30;7;60.0;2023.05.04
1108;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.05.04
1109;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.05.04
1111;017-0527;Занята;14784.0;8;5;;2023.05.04
1112;017-0520;Свободна, не передана;6367.0;8;5;;2023.05.04
1115;021-0548;Занята;4037.0;32;0;;2023.05.04
1015;022-0043;;;1;2;;2023.05.05
1017;023-0091;;17000.0;0;0;;2023.05.05
1018;022-0629;;;27;1;;2023.05.05
1019;022-0170;Свободна, передана;16402.54;1;2;486.0;2023.05.05
1021;021-0549;Занята;;0;0;;2023.05.05
1022;022-0526;Занята;18100.0;0;0;;2023.05.05
1023;022-0520;Свободна, не передана;27225.0;0;0;;2023.05.05
1024;022-0519;Свободна, не передана;8307.0;6;0;;2023.05.05
1025;022-0515;Занята;5500.0;0;0;;2023.05.05
1027;022-0513;Свободна, не передана;6892.0;8;5;;2023.05.05
1028;022-0527;Не передана;9850.0;34;23;;2023.05.05
1029;022-0522;Не передана;13260.0;35;24;;2023.05.05
1030;022-0518;Занята;6000.0;6;0;;2023.05.05
1031;022-0631;;;1;2;;2023.05.05
1032;023-0092;;4000.0;0;0;;2023.05.05
1033;021-0550;Занята;3887.0;2;0;;2023.05.05
1034;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.05.05
1035;022-0592;;3956.0;3;0;;2023.05.05
1036;022-0525;Не передана;9900.0;0;0;;2023.05.05
1037;023-0135;;;0;0;;2023.05.05
1038;022-0707;;;0;0;;2023.05.05
1039;022-0630;;;0;0;;2023.05.05
1040;022-0523;;27225.0;0;0;;2023.05.05
1042;023-0093;Не передана;17000.0;0;0;;2023.05.05
1043;023-0089;Не передана;7500.0;0;0;;2023.05.05
1044;022-0524;Занята;6800.0;0;0;;2023.05.05
1045;022-0528;Занята;12225.0;0;0;;2023.05.05
1046;023-0090;;4000.0;0;0;;2023.05.05
1047;022-0354;Занята;20271.0;17;13;;2023.05.05
1048;022-0176;Не передана;17000.0;4;0;;2023.05.05
1050;022-0172;Свободна, передана;;5;3;;2023.05.05
1051;020-0776;Свободна, не передана;3328.02;6;0;;2023.05.05
1052;022-0171;Свободна, передана;6671.21;1;2;106.0;2023.05.05
1053;022-0517;Занята;7000.0;0;0;;2023.05.05
1056;019-0668;Свободна, передана;2766.4;7;4;73.0;2023.05.05
1057;019-0464;Свободна, передана;11837.18;8;5;52.0;2023.05.05
1059;020-0720;Свободна, передана;20164.69;9;6;80.0;2023.05.05
1060;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.05.05
1061;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.05.05
1062;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.05.05
1063;020-0155;Свободна, не передана;16484.0;8;5;24.0;2023.05.05
1064;019-0428;Свободна, передана;9067.1;12;4;65.0;2023.05.05
1065;020-0684;Занята;2488.6;1;2;;2023.05.05
1066;019-0467;Свободна, передана;11298.3;10;8;15.0;2023.05.05
1067;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.05.05
1069;019-0481;Свободна, передана;15226.0;13;9;212.0;2023.05.05
1070;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.05.05
1071;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.05.05
1073;019-0477;Свободна, передана;3592.7;16;12;39.0;2023.05.05
1074;019-0474;Свободна, передана;11561.12;17;13;104.0;2023.05.05
1075;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.05.05
1076;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.05.05
1077;019-0483;Свободна, передана;16366.63;19;11;205.0;2023.05.05
1078;019-0469;Свободна, передана;9411.0;20;1;171.0;2023.05.05
1079;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.05.05
1080;020-0151;Занята;4080.0;21;15;;2023.05.05
1081;019-0480;Свободна, передана;14919.0;10;8;390.0;2023.05.05
1082;019-0431;Свободна, передана;19433.4;22;16;259.0;2023.05.05
1083;019-0430;Свободна, не передана;16094.4;23;15;;2023.05.05
1084;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.05.05
1085;020-0710;Свободна, передана;8067.83;8;5;149.0;2023.05.05
1086;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.05.05
1088;019-0471;Свободна, передана;11500.0;20;8;196.0;2023.05.05
1089;019-0675;Свободна, передана;8844.0;33;22;150.0;2023.05.05
1090;020-0712;Свободна, передана;6671.21;8;5;57.0;2023.05.05
1091;020-0709;Свободна, не передана;6848.84;27;1;57.0;2023.05.05
1092;021-0050;;;0;0;;2023.05.05
1093;020-0683;Свободна, не передана;7515.86;27;1;25.0;2023.05.05
1094;021-0049;;;0;0;;2023.05.05
1095;021-0781;Свободна, не передана;8226.4;2;0;;2023.05.05
1096;021-0048;Свободна, не передана;10320.0;6;0;;2023.05.05
1098;020-0711;Свободна, передана;7265.0;28;19;42.0;2023.05.05
1099;019-0594;Занята;17488.0;1;2;;2023.05.05
1100;020-0156;Занята;13288.0;21;15;;2023.05.05
1101;020-0149;Свободна, передана;2812.0;8;5;118.0;2023.05.05
1102;019-0676;Свободна, не передана;6291.0;29;20;110.0;2023.05.05
1103;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.05.05
1104;019-0674;Занята;9030.0;6;0;;2023.05.05
